"","id","high_elo","high_per","high_vorp","high_bpm","high_ws48","high_days","high_home","low_elo","low_per","low_vorp","low_bpm","low_ws48","low_days","pts_diff"
"54",27236,1521.4088,79.1083333333333,8.05416666666667,4.27083333333333,0.577645833333333,2,1,1449.9561,74.8583333333333,3.97291666666667,-3.27916666666667,0.395541666666667,2,5
"55",27237,1495.8971,67.6520833333333,4.69791666666667,-1.96458333333333,0.48575,3,1,1372.9724,74.5395833333333,3.47916666666667,-3.23541666666667,0.354166666666667,2,18
"56",27238,1623.5964,72.43125,8.5375,5.64583333333333,0.588625,2,1,1588.9753,78.10625,9.61458333333333,5.12916666666667,0.610583333333333,2,8
"57",27239,1442.791,52.5729166666667,2.39791666666667,-3.43125,0.329541666666667,2,1,1367.3629,75.5291666666667,3.55416666666667,-2.60208333333333,0.378645833333333,2,9
"58",27240,1504.7013,65.8375,5.2125,0.8625,0.428979166666667,1,0,1461.5208,72.6833333333333,6.575,-3.31666666666667,0.357895833333333,1,-6
"59",27241,1467.7183,75.6375,7.5625,-0.333333333333334,0.428041666666667,2,0,1425.8745,71.64375,3.68541666666667,-1.68958333333333,0.439333333333333,2,2
"60",27242,1632.3097,75.61875,8.98541666666667,7.16875,0.6110625,4,1,1504.1982,75.5395833333333,5.43125,-1.26875,0.464916666666667,3,8
"61",27243,1583.6124,68.7916666666667,9.90833333333333,6.32083333333333,0.622958333333333,1,0,1453.189,70.78125,3.475,-3.35833333333333,0.473708333333333,2,19
"62",27244,1594.9679,76.0395833333333,9.17291666666667,5.61041666666667,0.602166666666667,2,1,1468.7151,70.99375,6.71875,-2.59166666666667,0.374125,2,15
"63",27245,1599.8416,85.6645833333334,9.25833333333333,4.28125,0.641708333333333,2,0,1367.145,84.425,2.51458333333333,-5.86875,0.429166666666667,1,-6
"64",27246,1621.0966,76.7041666666667,9.00833333333333,4.90416666666667,0.648458333333333,1,0,1441.8491,68.5270833333333,2.39166666666667,-6.50833333333333,0.427770833333333,2,17
"65",27247,1450.0156,70.7020833333333,4.84375,0.972916666666666,0.4614375,2,0,1428.4188,71.11875,2.12083333333333,-3.83333333333333,0.3796875,2,-11
"66",27248,1631.7823,83.36875,10.0708333333333,8.4625,0.732583333333333,2,1,1599.1307,70.0541666666667,5.09583333333333,2.29375,0.523395833333333,1,10
"67",27340,1582.6125,85.0333333333333,8.85833333333334,7.31666666666667,0.715645833333333,4,0,1449.8115,71.1083333333333,2.23125,-4.55416666666667,0.3625625,5,15
"68",27341,1393.672,68.9895833333333,0.90625,-8.4,0.283395833333333,2,1,1255.2794,78.0895833333333,0.572916666666666,-13.6916666666667,0.263354166666667,3,-6
"69",27342,1384.433,73.5291666666667,2.94375,-4.03958333333333,0.338708333333333,1,0,1270.5244,80.5229166666667,1.10416666666667,-12.7083333333333,0.270375,1,4
"70",27343,1716.2355,101.2625,18.7166666666667,16.3979166666667,0.9684375,2,0,1600.2618,82.94375,9.67083333333333,7.55,0.674479166666667,2,-3
"71",27344,1533.1047,75.1479166666667,9.4,5.41666666666667,0.594583333333333,2,0,1264.5199,77.1833333333333,0.883333333333333,-12.6395833333333,0.264916666666667,2,6
"72",27345,1725.0819,85.9083333333333,15.1020833333333,12.4083333333333,0.8201875,1,0,1542.423,75.1666666666667,9.08125,2.80416666666667,0.571666666666667,2,-5
"73",27346,1595.1442,72.5916666666667,8.40416666666667,3.725,0.587583333333333,2,1,1546.7474,74.3520833333333,6.49166666666667,1.34166666666667,0.566854166666667,2,24
"74",27347,1712.0188,75.5770833333333,7.31875,5.76041666666667,0.675104166666667,1,1,1451.7505,64.0208333333333,3.28125,-3.5,0.324083333333333,2,9
"75",27348,1568.9905,88.6604166666666,8.68125,6.54166666666667,0.718395833333333,1,1,1513.4532,74.1208333333333,7.31458333333333,1.75416666666667,0.528395833333333,2,2
"76",27349,1535.5001,72.1375,7.88333333333333,2.71666666666667,0.541395833333333,2,0,1439.2396,70.9791666666667,2.86458333333333,-3.16041666666667,0.470520833333333,2,12
"77",27350,1548.6074,70.55625,7.09583333333333,2.07708333333333,0.537625,2,0,1524.4414,74.5833333333333,5.51458333333333,-0.7375,0.476166666666667,1,16
"78",27351,1524.7694,79.6041666666667,8.79583333333333,5.6,0.574604166666667,1,0,1441.9702,65.55,2.97083333333333,-4.57708333333333,0.299770833333333,3,-6
"79",27352,1566.7898,69.29375,5.775,-0.3375,0.520895833333333,2,0,1517.5729,77.7875,7.97916666666667,4.02291666666667,0.579458333333333,2,-4
"80",27479,1682.3192,72.9895833333333,7.09791666666667,2.42708333333333,0.563916666666667,2,0,1450.5317,72.85625,4.55208333333333,-0.770833333333334,0.448520833333333,3,13
"81",27480,1546.231,79.1145833333333,7.40208333333333,1.20416666666667,0.5649375,2,0,1530.5079,84.1583333333333,7.08333333333333,3.2375,0.61725,2,1
"82",27481,1486.6927,71.7270833333333,5.25,-1.79791666666667,0.447729166666667,2,0,1462.454,73.64375,7.73958333333333,-0.2,0.4135,3,6
"83",27482,1469.5162,76.0145833333333,6.41458333333333,3.22083333333333,0.4930625,2,0,1378.427,69.24375,1.2,-7.53125,0.285166666666667,2,6
"84",27483,1595.8,75.0395833333333,9.43541666666667,5.71666666666667,0.621958333333333,2,1,1572.745,71.1604166666667,10.425,6.8,0.639541666666667,3,-1
"85",27484,1606.1851,75.46875,8.95833333333333,7.05,0.613416666666667,3,0,1536.8495,76.7604166666667,9.03125,5.56458333333333,0.614458333333333,2,10
"86",27485,1501.1002,76.2895833333333,6.49791666666667,0.927083333333334,0.506479166666667,3,0,1349.3134,68.6895833333333,1.38333333333333,-6.79583333333333,0.334645833333333,3,-5
"87",27486,1617.76,72.78125,7.29166666666667,4.33541666666667,0.572854166666667,3,1,1369.2791,66.66875,1.62708333333333,-7.50625,0.262604166666667,1,28
"88",27487,1605.0833,70.9270833333333,7.67291666666667,2.69375,0.559020833333333,2,1,1430.6644,75.7041666666667,3.9375,-3.17916666666667,0.3955,2,-8
"89",27488,1406.8068,73.2645833333333,4.74375,1.32916666666667,0.475916666666667,2,1,1365.4221,72.4625,3.13333333333333,-4.32291666666667,0.332520833333333,2,-2
"90",27489,1499.5986,74.7895833333333,4.71458333333333,-1.84583333333333,0.472020833333333,3,0,1458.6329,69.4416666666667,1.73958333333333,-5.02708333333333,0.367895833333333,2,27
"91",27490,1553.3645,68.1666666666667,9.61666666666667,5.25833333333333,0.6139375,2,1,1433.7902,70.8708333333333,2.04583333333333,-5.25416666666667,0.356104166666667,1,19
"92",27491,1652.6653,75.3083333333333,7.13541666666667,2.97708333333333,0.569520833333333,3,0,1425.4209,73.4291666666667,4.61041666666667,-0.102083333333334,0.472125,4,6
"93",27492,1584.8948,74.6666666666667,10.1041666666667,6.26458333333334,0.6511875,1,1,1394.1777,71.0291666666667,4.30625,0.479166666666667,0.464270833333333,2,9
"94",27493,1714.7181,77.3291666666667,8.55625,7.46041666666667,0.694458333333333,3,1,1391.6829,69.6270833333333,4.30416666666667,-0.133333333333333,0.4464375,1,10
"95",27494,1628.0454,76.6916666666667,7.925,5.18541666666667,0.601895833333333,2,0,1505.3201,66.7104166666667,5.20416666666667,-1.68541666666667,0.4555625,2,-2
"96",27495,1585.4307,85.2916666666667,8.55416666666666,6.71458333333333,0.707125,2,1,1430.9874,72.5666666666667,2.38958333333333,-3.39583333333333,0.386104166666667,1,14
"97",27496,1656.0663,80.9125,11.4395833333333,7.33333333333333,0.73675,2,1,1598.926,77.7020833333333,8.76041666666667,4.74375,0.598916666666667,1,6
"98",27497,1561.2532,75.1916666666667,10.075,6.80208333333333,0.66325,2,1,1545.6824,70.025,8.36041666666667,2.61875,0.506958333333333,2,6
"99",27597,1441.1036,73.6916666666667,4.17083333333333,-0.645833333333333,0.497666666666667,1,0,1364.4042,70.0895833333334,1.25416666666667,-6.93541666666667,0.28125,2,2
"100",27598,1441.1931,70.6,3.75625,-0.733333333333333,0.4728125,2,0,1380.6251,67.95625,3.85625,-1.10208333333333,0.449145833333333,2,-13
"101",27599,1587.1774,84.30625,7.8375,5.68541666666667,0.682145833333333,2,0,1424.2579,57.8916666666667,2.2875,-5.28333333333333,0.343,4,-17
"102",27600,1649.379,71.3083333333333,6.7125,2.11666666666667,0.541708333333333,1,1,1466.9443,74.1791666666666,7.12916666666667,-1.37916666666667,0.4094375,1,13
"103",27601,1585.7916,71.8229166666667,7.73333333333333,3.79583333333333,0.580583333333333,1,0,1442.4448,53.5125,2.025,-5.03541666666667,0.321125,2,3
"104",27602,1642.5946,86.18125,12.1645833333333,8.47291666666667,0.773166666666667,3,0,1533.4036,76.8479166666667,7.72083333333333,3.32708333333333,0.567645833333334,2,20
"105",27603,1499.0887,65.2625,4.94583333333333,-0.1375,0.415208333333333,2,1,1467.1333,71.3166666666667,7.04791666666666,-1.4875,0.3899375,3,9
"106",27604,1501.2255,93.5895833333333,6.15208333333333,-2.20416666666667,0.5899375,1,1,1342.7925,66.61875,1.27916666666667,-9.95625,0.246291666666667,1,9
"107",27605,1655.5306,88.4479166666666,13.18125,10.1208333333333,0.8033125,1,1,1255.6405,84.48125,0.575,-12.0833333333333,0.279479166666667,2,5
"108",27606,1587.3896,73.0958333333333,8.71666666666667,4.69791666666667,0.633645833333333,4,1,1429.8322,59.8479166666667,1.75625,-7.24791666666667,0.257770833333333,3,-6
"109",27607,1510.5629,68.9791666666667,5.60625,-0.454166666666666,0.466145833333333,3,0,1445.4819,71.875,4.29375,-0.979166666666667,0.392791666666667,3,4
"110",27608,1700.207,82.4625,13.11875,9.58333333333333,0.783354166666667,2,1,1551.123,67.96875,7.26666666666667,-1.05,0.4763125,1,21
"111",27609,1720.3533,73.35625,7.10416666666667,4.36666666666667,0.646395833333333,2,0,1421.0223,71.1,2.27291666666667,-4.0375,0.361083333333333,2,-10
"112",27610,1566.0601,74.1541666666667,9.40208333333333,5.99791666666666,0.654645833333333,2,1,1409.4645,69.44375,2.63125,-2.79791666666667,0.456875,2,17
"113",27611,1451.0923,71.01875,2.32291666666667,-3.97708333333333,0.372875,2,1,1440.6531,70.6458333333333,3.87708333333333,-4.08333333333333,0.367979166666667,1,-19
"114",27612,1644.4962,70.6145833333333,4.53958333333333,0.402083333333333,0.527395833333333,2,0,1456.4681,73.0270833333333,4.32291666666667,-0.720833333333333,0.442666666666667,2,-1
"115",27613,1575.0601,61.2979166666667,6.77708333333333,1.28541666666667,0.547458333333333,2,1,1250.6125,77.8270833333333,0.23125,-12.3083333333333,0.26075,2,24
"116",27747,1705.2087,83.5270833333333,13.9354166666667,10.8666666666667,0.800708333333333,4,1,1590.5242,75.2395833333334,10.1125,6.40416666666667,0.660583333333333,3,17
"117",27748,1657.2223,71.70625,6.30208333333333,0.81875,0.537229166666667,2,0,1425.6243,71.0791666666667,4.1375,-1.6125,0.4316875,2,-25
"118",27749,1517.5189,76.8583333333333,8.04583333333333,4.9875,0.564708333333333,2,0,1420.8639,75.2145833333333,4.58958333333333,0.408333333333334,0.475395833333333,2,11
"119",27750,1561.5944,68.6458333333333,5.80833333333333,-0.579166666666666,0.509729166666667,1,0,1512.7794,73.1104166666667,6.82083333333333,0.491666666666667,0.505333333333333,3,17
"120",27751,1646.2114,87.6791666666667,13.6979166666667,11.2041666666667,0.809416666666667,2,0,1454.8011,72.38125,4.07291666666667,-1.425,0.4101875,2,15
"121",27752,1447.3494,61.8708333333333,2.28333333333333,-5.39166666666667,0.3859375,3,1,1339.8197,58.1604166666667,0.497916666666667,-12.675,0.159354166666667,2,17
"122",27753,1532.8046,74.1666666666667,7.05208333333333,2.14791666666667,0.539583333333333,2,0,1522.7683,77.86875,8.06458333333333,3.4125,0.596520833333333,4,9
"123",27754,1608.9561,64.3604166666667,4.07083333333333,-2.57916666666667,0.501729166666667,2,0,1333.9801,65.4770833333333,1.02916666666667,-9.01458333333333,0.25375,2,10
"124",27755,1705.6477,78.4979166666667,11.79375,7.42708333333333,0.742875,2,1,1438.5507,60.8145833333333,2.03125,-6.95208333333333,0.2421875,2,31
"125",27756,1701.6105,72.56875,7.25,4.6875,0.651958333333333,2,0,1502.2361,76.83125,7.77291666666667,2.86458333333333,0.581375,2,25
"126",27757,1481.0573,74.4458333333333,5.83541666666667,-0.7,0.4784375,2,1,1431.4321,71.5291666666667,4.94375,1.47291666666667,0.465145833333333,3,-12
"127",27758,1565.033,85.2875,9.51041666666667,7.85625,0.692729166666667,3,1,1461.8949,72.0333333333333,3.90625,-0.764583333333333,0.400520833333333,1,-4
"128",27886,1556.1143,68.50625,5.19375,-0.835416666666667,0.486,2,1,1477.6227,66.2020833333333,4.85625,-0.308333333333333,0.42125,2,3
"129",27887,1658.4253,91.7895833333333,14.7125,12.7583333333333,0.852854166666667,2,0,1559.2886,70.54375,10.4666666666667,6.36041666666666,0.637729166666667,2,-13
"130",27888,1475.0438,65.0125,4.71458333333333,-0.0499999999999999,0.425583333333333,1,0,1449.2207,65.80625,3.13958333333333,-4.70208333333333,0.308541666666667,2,10
"131",27889,1579.5475,78.7770833333333,6.84375,4.16458333333333,0.651479166666667,1,1,1362.8046,72.2770833333333,2.72083333333333,-5.21666666666667,0.3181875,1,39
"132",27890,1445.7069,61.63125,2.65625,-5.19583333333333,0.290125,1,0,1423.145,75.6958333333333,4.24583333333333,-3.2875,0.378895833333333,4,-9
"133",27891,1660.0244,76.4041666666667,9.63333333333333,4.99375,0.691645833333334,2,1,1613.8267,79.3375,8.48333333333333,6.06666666666667,0.682125,2,22
"134",27892,1540.8755,63.7833333333333,5.7875,-3.4875,0.424,1,0,1489.3566,72.4229166666667,5.5375,0.958333333333332,0.471020833333333,3,-25
"135",27893,1669.4681,88.4229166666667,13.5354166666667,11.1708333333333,0.809354166666667,2,1,1536.9236,78.6145833333333,8.22708333333333,3.925,0.577104166666667,2,10
"136",27894,1505.2539,71.55625,6.05208333333333,2.62083333333333,0.4705,2,1,1482.0376,73.9041666666667,6.93541666666667,1.47291666666667,0.521666666666667,3,-4
"137",27895,1588.0381,77.1291666666667,9.42708333333333,6.09166666666667,0.610125,2,0,1524.9781,74.7916666666667,8.58333333333333,3.41666666666667,0.5509375,3,9
"138",27896,1491.4424,71.9979166666667,5.6375,-1.19166666666667,0.509520833333333,2,0,1331.9879,64.7479166666667,0.485416666666667,-10.2854166666667,0.248104166666667,3,32
"139",27897,1495.8491,67.8625,5.34583333333333,1.4875,0.4450625,2,1,1376.803,70.325,2.6,-5.525,0.290291666666667,1,23
"140",28026,1501.5066,65.59375,4.73333333333333,-2.26875,0.452875,2,1,1346.606,62.45625,1.09583333333333,-10.8291666666667,0.207229166666667,2,13
"141",28027,1710.8381,85.4770833333333,14.3458333333333,11.125,0.81525,2,0,1348.7813,75.53125,1.94583333333333,-5.69166666666667,0.387916666666667,1,-5
"142",28028,1498.5038,72.5354166666667,5.60416666666667,0.85625,0.476583333333333,2,1,1356.9214,80.04375,2.95625,-5.42916666666667,0.389791666666667,2,7
"143",28029,1571.5149,73.2395833333333,9.33125,5.69375,0.639625,1,0,1490.3149,74.4354166666667,7.01458333333333,1.02708333333333,0.512541666666667,1,-11
"144",28030,1371.4103,73.0979166666667,2.01666666666667,-5.1,0.3750625,2,1,1329.1095,68.55625,0.9375,-8.4875,0.29725,2,11
"145",28031,1709.3805,76.4,11.5291666666667,6.43125,0.706666666666667,2,0,1434.8179,56.8854166666667,1.40625,-8.70416666666667,0.211375,2,28
"146",28032,1537.3002,66.2416666666667,4.59583333333333,-2.62291666666667,0.466020833333333,1,0,1240.5769,80.9083333333333,0.79375,-11.5541666666667,0.273333333333333,2,-3
"147",28033,1570.5778,74.5520833333334,10.1979166666667,6.67708333333333,0.653625,2,1,1378.9485,72.5208333333333,2.86875,-4.42291666666667,0.348895833333333,2,7
"148",28034,1725.1826,81.8083333333333,9.34791666666666,9.21875,0.725416666666667,2,0,1361.6195,71.50625,1.87708333333333,-5.08333333333333,0.363270833333333,2,1
"149",28035,1509.7179,69.3375,4.99791666666667,-0.5,0.438020833333333,1,0,1416.4089,72.5520833333333,3.35833333333333,-2.12291666666667,0.454895833333333,2,4
"150",28133,1545.9501,70.5833333333333,6.44583333333333,-0.177083333333334,0.5029375,2,0,1517.7207,66.6020833333333,4.55625,-2.28125,0.4640625,1,-21
"151",28134,1515.5751,76.8229166666667,7.7375,3.01666666666667,0.582875,2,0,1418.0931,69.5729166666667,4.70833333333333,0.595833333333333,0.4629375,2,-15
"152",28135,1560.5784,74.45625,7.3625,2.43541666666667,0.5369375,1,0,1509.8729,66.2604166666667,5.15,0.535416666666667,0.425583333333333,2,4
"153",28136,1439.1045,60.0645833333333,1.67916666666667,-6.97916666666667,0.341291666666667,3,1,1243.3215,79.3354166666667,0.208333333333333,-12.9333333333333,0.246708333333333,1,11
"154",28137,1448.8403,74.2875,4.2,-2.72083333333333,0.3819375,2,0,1448.2809,73.4854166666667,4.0125,-0.51875,0.437625,2,-13
"155",28138,1714.4248,68.2,6.85,5.14791666666667,0.629854166666667,1,0,1568.0903,74.3666666666667,7.64791666666667,2.69375,0.532708333333333,3,14
"156",28139,1533.2883,78.40625,8.16666666666666,3.85833333333333,0.580979166666667,2,1,1425.0365,64.1208333333333,2.35416666666667,-5.96458333333333,0.288604166666667,2,6
"157",28140,1557.3325,72.29375,7.50625,1.42083333333333,0.50375,2,0,1527.2645,67.18125,5.13958333333333,-2.13333333333333,0.477791666666667,2,-2
"158",28271,1698.771,92.775,17.20625,15.3479166666667,0.881645833333333,2,1,1675.7998,89.2666666666667,14.1291666666667,11.78125,0.8020625,2,-10
"159",28272,1313.8174,71.30625,1.29166666666667,-7.73333333333333,0.322354166666667,6,1,1248.3903,80.7354166666667,0.68125,-11.8958333333333,0.266020833333333,6,-13
"160",28273,1572.7233,72.775,8.13958333333333,4.73541666666667,0.660395833333333,7,0,1436.481,76.9,1.57916666666667,-6.48541666666667,0.41825,6,14
"161",28274,1516.1987,67.16875,5.25,-0.622916666666667,0.410729166666667,6,1,1513.8855,71.4916666666667,8.32708333333333,2.63541666666667,0.5380625,7,14
"162",28275,1502.6388,72.6729166666667,5.97916666666667,2.26458333333333,0.485270833333333,7,1,1293.4377,68.5791666666667,1.03125,-8.17916666666667,0.300479166666667,1,15
"163",28276,1505.7542,74.3104166666667,6.30625,2.87291666666667,0.500541666666667,2,0,1461.2651,76.11875,4.35416666666667,-2.32083333333333,0.397770833333333,2,4
"164",28277,1367.6669,71.925,1.87916666666667,-5.35416666666667,0.368291666666667,3,0,1289.2657,66.0520833333333,0.45,-9.67708333333333,0.283770833333333,1,24
"165",28278,1453.5984,74.8770833333333,4.225,-2.39583333333333,0.3834375,2,1,1363.134,75.98125,3.39166666666667,-3.14375,0.368291666666667,2,15
"166",28279,1481.3142,74.35625,4.39375,-0.0604166666666668,0.421125,3,1,1447.3347,73.5395833333333,5.57083333333333,3.01041666666667,0.5345,2,-6
